Review;Rating;LikeReview
Aplikasi jelek belum stabil masih banyak masalah, saya 2 hari war tiket,hari ke 1 ga bisa war tiket karena aplikasi error,hari 2 war pke aplikasi gagal juga, berkali kali harus aktivasi KAI Pay,akhirnya pke website kai baru bisa dapat tiket, perbaiki lagi aplikasi;1;0
selalu time out..atau perjalanan tidak tersedia..(padahal di apk travel lain..selalu ada tiket..).. ini KAI sebenarnya NIAT nggak sih bikin ni aplikasi..TIAP KALI update ya selalu bermasalah setelahnya.. udah jaman 4.0 juga masih kayak jaman batu aja;1;0
"Setelah di update malah ga karuan ga bisa log in Pencarian stasiun keberangkatan ga bisa.. malah keluar tulisan ""permintaan anda sudah time out"" padahal jaringan selulernya bagus";1;0
aplikasinya error mulu, mau pesen tiket error mau scan tiket di petugas tiket masuk error, kan jd ketunda2 gini perginya, mana jadinya gw cancel lg gk jd pergi gara2 waktu mau di lihat barcodenya tulisannya selalu invalid, pdhal aku cek lg jam sama tanggal juga udah bener, tiketnya juga udah dilunasin. ini gimanasih, diperbaiki lagi dong servernya. kan klo gini duitnya jadi hangus sayy;2;0
Aplikasi masih buruk tp pelayanan yg di loket sudah tidak melayani pemesanan secara langsung... Iya kalau aplikasi nya udah bagus dan lancar gak papa pelayanan di loket nya di tutup... Go show pun cuma melayani 3 jam sebelum keberangkatan... Harap di berlakukan lagi tiket via loket karna aplikasi nya masih belum mendukung dan masih sangat buruk... Masih banyak kekurangan pada aplikasi tp sudah berani hanya lanyani pemesanan tiket hanya pakai aplikasi dan go show...;1;1
aplikasi nya sangat berguna, dan memudahkan para pemakainya👍;5;0
Setiap update app, selalu log out. Update terakhir parah banget, ga bisa booking yang 30 hari mendatang cuma bisa yang 29 hari. Aplikasi lain ( Tokopedia, Shopee dan Traveloka ) bisa sampe 30 hari.;1;0
Dulu versi lama selalu aman, setelah di update beberapa kali sering time out namun kalau tidak di update ga bakal bisa ke buka aplikasinya. Heran sama PT KAI tolong perbaiki sistem supaya bisa memudahkan penumpang.;2;0
Sampai sekarang belum menemukan kemudahan dengan penggunaan aplikasi ini. Sebelum di updet tidak bisa, setelah di update malah doble masalahnya. Beli langsung tiket gk bisa untuk beberapa hari ke depan tp kalau rombongan bisa. Amsyong.;1;0
Ini sih gimana setelah minta di update, saya harus login lagi tapi udah 3 hari ini ga bisa login. Baik menggunakan nomor maupun email ga bisa, aplikasi close otomatis terus. Saya coba buat install dan uninstall hasilnya sama ga bisa. Mohon segera di perbaiki;3;0
mohon untuk perbaiki lagi aplikasi nya,beli kereta jarak jauh ,di stasiun ternyata sekarang ga bisa harus online , terlalu ribet dan susah ya.. karena beli tiket untuk 10 org , akhirnya hrs bolak balik beli 2kali pembelian tidak bisa lngsng 10 orang ..;1;0
Kenapa tiba2 login selalu salah,, Padahal format email dan password sudah benar. Setelah update aplikasi, malah hilang semua riwayatnya.... Dan harus login ulang,, Tp ketika login, malah gak bisa2....;2;1
Mengapa ya sekarang aps kai acces Kadang- kadang mudah sekali untuk error, banyak bug nya tolong servernya agar diperbaiki lagi dan ditingkatkan kembali, agar pengguna merasa nyaman. Dalam berbisnis itu yang diutamakan adalah kualitas pelayanan terhadap para konsumen itu no 1.;1;55
duh saya harus loggin lagi, padahal saya sudah punya akun nya, tapi kenapa harus loggin ulang dan akhirnya saya tidak dapat masuk lagi ke Akun saya. padahal saya butuh buat pesan tiket. tolong dong aplikasinya di benahi dan tidak mengecewakan seperti ini.;1;0
Aplikasi di update tapi malah bikin masalah dak bisa login 'sign failed'. Coba lupa password masih tetap. Sudah telpon kai 121 dikasih password standar tetap saja. Benar2 menghambat, bukan malah perbaikan. Sebelum diganti harusnya uji coba dulu. Padahal harus segera booking tiket. Dan sudah banyak penilaian 1 bintang tetap saja aplikasi belum diperbaharui sampai sekarang.;1;0
Update terbaru pesan tiket lemot sering timeout, di menu tiket sering tidak sinkron dengan notif email. Di email transaksi berhasil di menu tiket tidak ada notifny, terkadang di email transaksi timeout di menu tiket ada. Kereta sering telat terutama jalur semarang madiun. Mohon ditingkatkan pelayanannya;1;1
Gajelas habis di update. Sebelom pembaruan sya udh daftar dan bisa psan lwat hp lngsung. Wktu saya perbarui saya mau pesen hrus daftar lagi. Dan yg lebih parahnya saya coba daftar lgi nama.ID ktp,no hp,email, sama sandi udh bner semua. Sama kyak ps wktu dftar sblom di perbarui. Tpi malahan gabisa mulu ktanya no hp, email sma sandinya salah kan gue bingung kek gitu mulu.. Orng pdhal smuanya itu udh bner tpi masih aja ktanya salah smpe 3 kalian lebih sya coba ttep aja gitu mlu salah.;1;0
Saya mau daftar kai acces tapi nomor hp sudah terdaftar lalu saya coba masuk dengan no.hp tapi di suruh minta verifikasi lewat email. Berhubung sudah 4 tahunan daftarnya dan lupa email nya serta sudah ganti hp juga. Sampai saat ini belum berhasil masuk karena no.hp saya sudah terdaftar. Coba verifikasi lewat no. Hp juga dong kak biar bisa masuk;1;1
Sesungguhnya untuk apk sangat berguna tpi kenapa waktu lebaran sering terjadinya masalah,entah waktu pemilihan ticket dan sampai pembayaran gagal/di tolak,saya pernah melakukan pembelian ticket dan pembayaran sudah diproses otomatis saldo kepotong selang waktu 30menit pembayaran gagal dan biaya dikembalikan,disini saya sangat kecewa dengan layanan pesanan ticket onlaine....dan untuk pemasukan tolong kembalikan layanan offline di hari raya;1;1
Aplikasi berguna memudahkan calon customer bukan menyusahkan. Berkali2 install uninstall, login terus time out terus. Aplikasi kai versi lama sederhana namun sangat mempermudah customer.;1;0
Menurutku yg sdh beberapa kali menggunakan apps ini utk reservasi pembelian tiket KA sdh cukup baik namun utk proses top up jgn kelamaan proses done nya kk...spy tdk ada kekuatiran tdk masuk uangnya..mohon ditingkatkan lagi pelayanan aplikasinya, spy dpt lebih baik dan dipercaya tks.;4;2
Kok malah sulit sih mau bayar pakai ovo sekarang, padahal saldo ada tapi di pencet kayak g aktif tombolnya alias g lanjut stepnya. Udah terlanjur ngisi ovo. Terpaksa ngisi KAIPAY.. masuknya agak lama kurleb 30 menitan ke apk nya. Makasih walaupun jadi agak ribet Alhamdulillah masih bisa. Saya naikkan dr bntang 1 jd 3.🙏;3;2
saya benar² kecewa sama app ini, sudah biaya admin nya gede blm lagi saldo yg di isi juga ikut di potong. tolong lah biaya admin nya yg wajar² aja , dibanyakin lagi macam cara pembayarannya agar lebih mudah. di buatnya aplikasi ini tuh biar bisa mempermudah bukan malah mempersulit pengguna !;1;0
Aplikasi yg penting tapi sering down! Tiba2 ter-log out sendiri, dan susah masuk lagi. Fail fail fail terus sampe akhirnya hrs dicoba 1 jam lagi. Bulak balik ganti password tp sama aja. Gabisa diandelin kalo butuh cepet;1;50
Aplikasi makin lama makin nyampah berkali kali beli tiket lokal sdh oke tapi tiket tidak terbit di aplikasi, email pun tidak ada. Tutup aja ini aplikasi kalau gak ada perbaikan. Tiket gak seberapa tapi tlpn ke CS ngabisin pulsa 👎👎👎;1;0
Jangan instal, berkali kali pesen tiket selalu gagal, gajelas bgt, lemot, gaguna. Mending pesen pake traveloka aja, cepet sat set. Perusahaan besar kok masalah aplikasi kayak gini gaada evaluasi perbaikan. Bayar app developer gih biar pelayanan lebih baik lagi.;1;3
Selalu keluar dengan sendiri dan sekarang susah banget buat daftar lagi nya saya udah 2 kali kejadian kaya gini selalu keluar tiba tiba dan sekarang harus masuk metode basic dan susah banget masuk nya 😒😒😒😒 jadi susah sekarang kalo mau beli tuker kereta sedangkan yang manual sekarang sudah di tiadakan 😒😒;1;4
aplikasi harusnya memudahkan. tp malah banyak bug. payment selalu gagal. pesen tiket pun susah. sampe harus menghubungi cs. itu pun lama responnya. aplikasi dan management sudah jalan tahunan tp nggak ada peningkatan. malah makin bnyak bug nya. biaya develop kek nggak ada gunana. sementara bintang 1 dlu sambil liat perkembangan.;1;11
"mau beli tiket suruh upgrade, giliran udah masukin data katanya datanya udah ada, terus gimana???? saya balik pesen tiket lagi ga bisa karena belom update, saya masukin data lagi dan masih kaya gitu lagi, gitu aja terosss, ga beres banget ni apk lama""";1;0
Sangat membantu..hanya sayang..riwayat nama pemesan sebelumnya tidak pernah tersimpan...jadi setiap mesan harus ketik ulang terus....capek deh..padahal tiap minggu dipakai...contoh seperti aplikasi traveloka...riwayat pemesan sebelumnya tersimpan jadi ketika mesan dengan nama yg sama langsung keluar nama tsb...g perlu ulang ngetik dari awal lagi...jadi g pake lama klo mo pesan kudu keluarin ktp mulu buat liat NIK nya...😍😍;5;7
saat mau pesan harus daftar dulu...menggunakan imail...setelah daftar pakai gmail dan sukses... dan coba di login malah tak bisa masuk...kcewa...hingga ganti paswod berulang ulang juga masih sama. apk mengecewakan;1;0
Applikasi yang sangat baik utk rencana perjalanan dgn kereta api. ❤️❤️;5;0
Mau bayar tiket tdk bisa pake mobile banking, bayar pake sms banking katanya sdh pake livin mandiri, tapi tdk bisa juga, setelah itu halaman pemesanan hilang jd mau lanjut bayar pake atm bingung krn data2 tadi sdh tdk muncul lg di aplikasi, koq jelek sekali ya, apa krn bumn jd pengawaknya asal2an?;1;0
Sebenarnya dengan adanya aplikasi ini sangatlah membantu tapi tolong untuk di perbaiki lagi ketika saya ingin memesan tiket kereta api lokal kenapa tidak bisa malah aplikasi ini mengatakan kalau saya sedang offline. Bagaimana maksudnya? Padahal saya pakai wifi;1;2
"kenapa selalu minta update?? ketika diupdate malah tidak bisa pesan tiket. ketika pesan tiket malah minta password. password nya lupa lagi. ketika masuk ke ""lupa password"" malah tidak bisa. jadi kesal saya dibuatnya padahal saya termasuk trainfans. ketika perkereta apian sudah bagus tapi link nya malah semakin kurang bagus. kursi yg tersedia pun malah dihilangkan... maaf saya hapus applikasi nya lagi.";1;3
Metode pembayaran mohon ditambah lagi, untuk ka lokal hanya bisa pake ovo sama railfood juga hanya ada link aja, adapun qris itu hanya bisa digunakan kalo kita pegang 2 hp, fitur tambah metode pembayaranya pun gk bisa nambah lebih banyak, kesanya asal ada aja...;4;1
Aq kasih bintang 1..krn hari ini aplikasi benar2 error. Tdi pesan tiket local blitar mlg PP.Nungguin barcode tiket loading nya lama sekali dan harus d ulang berkali2.sekalinya muncul, udah d bayar lewat link ehh barcode tiketnya gak klwr. Udah k stasiun tetap gk bisa d pake dan tidak bisa d uangkan. Nyesekkk;1;0
Dulu saya pernah daftar dan login di apk ini cukup lama pas saya mau pake lagi akhir² ini kenapa email dan sandi nya salah terus ya ? Padahal email masih aktif dan sandi masih saya ingat, tolong dipermudah untuk access ke apk supaya ga kebanyakan daftar ulang terus, tolong ini gimna biar bisa masuk ke email yg udh lama di daftarin ???;1;9
gak jelas banget, tiket udah dibayar tapi ga muncul, mana saldo udah kepotong!!!!! udah 2x kek begini, dan case serupa udah banyak tapi gaada perbaikan!!!! iya cuma kereta lokal 10rb 5rb, tapi tolong benahi lagi!!!! duit segitu juga duit, tapi kalau terus keulang begini ya rugi!!!! bener2 kecewa banget!!!!!;1;0
Puas sejak pake KAI access..saran aja, mungkin bisa dimasukkan ke dalam aplikasi karna pengalaman kalau pas bawa barang banyak dan berhenti distasiun tujuan cuma sebentar,rata2 porter gak bisa masuk dalam kereta..setelah berjuang membawa barang2 keluar kereta baru porter datang..padahal justru butuhnya pas angkat2 barang diatas..posisi bawa bayi pula..mungkin kedepannya layanan porter dimasukkan ke aplikasi,jadi yg butuh porter tinggal pesan trus porternya langsung datang masuk ke gerbong tujuan;5;489
Tolong segera update tambahin menu pembayaran...yang bisa terintergrasi sama bank online, bisa bayar lewat ATM, ataupun lewat gerai swalayan...lah kalau bayarnya mesti pakai link, terus klo gak punya gimana mesti buat dulu gitu...gimana sih katanya maunya kemudahan tapi nyusahin aja;2;0
GAJELAS DOWN MULU SERVERNYA, GA BECUS BENERIN SERVER GAUSAH BIKIN APK. ORANG UDH BEGADANG BUAT BELI TIKET MALAH DOWN MULU SERVERNYA, BENERIN TUH MASALAH DOWN SERVER DARI DULU GAADA IMROVISASI SAMA SEKALI.;1;0
Dulu pernah instal, terus lama gak akses sudah dihapus dari hape, Install lagi kok gk bisa jadi member, padahal data sudah tersimpan, jadinya gk bisa digunakan untuk pesan tiket sepertinya lrbih ribet daripada yg dulu;1;1
Izin menyampaikan kendala saat saya melakukan pendaftaran member, tepat nya setelah mendapatkan kode saya menekan tombol lanjutkan tapi malah gak bisa, saya pikir masalah sinyal tapi tetap gak bisa alhasil saya susah buat beli tiket dikarenakan harua daftar member terlebih dahulu;3;0
mohon dipermudah perubahan nomor hp via aplikasi lngsung saja. dan meski aplikasi belum diupdate, lebih baik ijinkan tetap bisa dibuka/digunakan, krna terkadang ada kendal hp tdk bisa melakukan pembaruan aplikasi. terimakasih;3;0
Pertama kali saya unduh, saya cukup terkesan, semuanya tertata rapi, kombinasi warnanya menarik, informasi cukup lengkap, dan untuk mendaftarkan akun mudah sekali. Pemesanan tiketnya mudah dan cepat. Metode pembayaran pun beragam, bisa menggunakan kartu kredit/debit dan juga e-wallet. Juga ada jadwal sholat yang sangat berguna disaat perjalanan jauh dan antar kota. Namun, aplikasi ini juga memiliki kekurangan, diantaranya: TRIP PLANNER yang tidak bisa diakses dan Selalu crash saat akses KCIC.;4;9
saldo money refund tiket yg di batalkan terlalu lama untuk pengembaliannya, hingga membutuhkan waktu 7 hari kerja, harus nya saldo bisa kembali after pembatalan tiket KA;1;0
"Sudah di uninstall terus di install lagi masih aja tetep gabisa buat pesen tiket, disuruh login terus, padahal udah berkali"" login. Kalo udah gabisa appnya gausah di pasang lagi, bikin emosi orang";1;0
Versi lamanya gak masalah, setelah pembaruan ngetik stasiun asal dan tujuan aja ga ada yang muncul. Kalau yang lama langsung muncul heuumm, mana bisa pesen tiket kalau gini 😑;1;0
dengan adanya Apps ini, sangat membantu sekali! masukan saja, mungkin diberikan fitur dimana pembeli bisa share tiket ke penumpang..misalnya untuk orang tua saya yang tidak dapat menggunakan apps ini di hp tetapi harus bepergian naik kereta tanpa saya, otomatis pembelian dilakukan di Hp saya. mungkin bisa diberikan fitur tambahan bisa di share di WA atau tiket bisa diemail sehingga penumpang tersebut bisa check in dan aman saat pemeriksaan di dalam kereta , hanya dengan menunjukkan foto tiket.;4;0
Udh top up kpay nya dan ada keterangan bebas biaya admin tp tiba2 kepotong ya walaupun 2rb, tapi tetep aja sayang padahal udh di pas2in, apknya lelet bgt padahal mau pesen tiket tapi terus time out pas mau pembayaran;1;0
Abis upgrade kok malah kgk bisa kebuka sama sekali.. Trs coba pasang ulang sm aja... Kenapa ini... Butuh bgt.... Pdhl kn klo lewat sini gk perlu check in tinggal scan barcode😥😥😥😥😥.. Hp ku yg bermasalah atau gimana nih ya..;1;0
daftar basic udah kirim OTP gagal mulu. KAI sampah;1;0
Loading lama, bisa di pake kadang jg gak bisa. Penyebab gak jelas jg. Posisi kursi di opsi pemilihan di sesuaikan dg kondisi di kereta. Saya pengguna KA Kaligung dan cukup sering menggunakan layanan kereta tsb dan saya harus duduk di posisi nomor 11 atau 12 supaya di tengah karna postur kaki yg panjang dan dapat kursi yg tidak sesuai sangat tidak nyaman dlm perjalanan. Untuk saran bisa dibuat menunya yg lebih realistis dg kondisi gerbong kereta u/ orang yg tdk bisa jalan dg arah mundur. Thx;1;28
Maaf, lebih suka versi lama.. Yg baru mmg lebih byk pilihan tapi masa beli tiket kereta promonya kok hotel semua. Promo nya harusnya disc atau potongan tiket kereta nya, meskipun cuma 5000. ini kan aplikasi KAI bukan traveloka. Masa promo kok hotel semua 😅;3;0
Di bela²in melek sampe jam 12 malam buat beli tiket, jam 00.00 login tiketnya masih belum kebuka, di refresh berkali² kira² stengah jam, masih belum kebuka, data seluler ke wifi, wifi ke data selular, saya relogin juga, giliran tiket nya sudah buka, eh...gak tau nya sudah habis...;1;4
Aplikasi nya menurut saya kurang,di halaman utama terlalu banyak komponen yang seharusnya bisa di pisahkan daripada ditaruh di halaman utama dan juga untuk tiket dan riwayat lebih baik dijadikan satu saja supaya tidak membingungkan jujur saya bingung ketika hendak melihat tiket dan riwayat;2;0
Versi terbaru terlalu bertele-tele dibanding versi lama. Smoga bisa segera dioptimalkan. Sedikit masukan, besar harapan saya untuk memberikan warna berbeda pada setiap penumpang laki-laki atau perempuan. Dan dapat dilihat saat pemilihan kursi. Menurut saya ini akan meningkatkan kenyaman selama perjalanan. Terimakasih.;3;0
Haduhhh ... Ini apk kenapa sih?? Tiap update selalu begini, tiap kali update loooo, tolong lahhh saldo di KAI pay ga bisa digunakan!!!exp bisa begituu yaaa??? Mo transaksi tulisan exp. Yukk ditindaklanjuti udah di e-mail juga kan masa blm ada respon ??;1;0
"Aplikasi sangat delay , tolong segera di benahi berhubung segala macam pemesanan tiket ka melalui aplikasi demi kelancaran dan kepuasan pelanggan . Saat melakukan pemesanan tiket dan saat pembayaran loading sangat lama dan kadang keluar pemberitahuan ""aplikasi tidak menanggapi"" Sehingga waktu yang di sediakan selalu tidak cukup untuk transaksi pembelian .";1;0
Sy pesan tiket via kai access untuk orang tua saya, dan ternyta tidak bisa dibatalkan gr2 akun sy bukan salah satu penumpang dr kode booking tsb. Lha iya laah.. kan emang pesan buat ortu, jd untuk cancle harus jauh2 ke kediri krn tdk di semua stasiun bisa. Lha trus ngapain dibikin aplikasi ini??;1;17
Pelayanan sangat buruk, bisa-bisanya tanggal booking kereta bisa berubah sendiri dan apesnya lagi baru ketahuan setelah jadwal kereta terlanjur berangkat tidak bisa melakukan pembatalan tiket Akhirnya uang melayang beli tiket baru lagi Benar benar payah Costumer servicenya juga tidak bisa membantu apa-apa hanya terpaku pada sistem;1;0
Setelah diupgrade malah jadi ga enak. Serba timeout dan gabisa2. Pembayaran lewat linkaja juga gabisa2 pake pin saudara. Tolong segera dibenahi. Karena saya kai access addict, setiap weekend pesen tiket lewat apk ini.;1;1
Aplikasi ga guna,mau beli tiket kereta lokal aja pas pembayaran ga bisa,udah masukin no kartu debit di pilihan pembayaran ga bisa dipilih.Mau top up kaspay di livin' no VA nya ga ditemukan,e-wallet di pilihan pembayaran juga cuma pajangan.KOCAKKKKK.;1;9
Awal pemakaian gak ada kendala berarti sih... lancar lancar aja... jarak seminggu mau beli tiket lagi kenapa tulisannya sedang offline padahal data nyala buka apk lain lancar aja... saya udah coba restart hp juga tetep gak bisa... ini solusinya gimana??;4;0
"Aplikasi sistem eror... tolong segera diperbaiki Setelah biodata diinput selesai....utk pembayaran Sistem pasti muncul tulisan"" Pemesanan Anda Kadaluarsa"" Tolong sistem cepat diperbaiki ... terima kasih 👍";3;0
Pembayaran susah banget pake KAI pay, loading nya sangat lambat, udah lebih 30 menit tinggal pembayaran malah ga muncul apa apa ini tolong dong benerinn. Sudah TF saldo masa harus nunggu 15 menit!;1;2
tolong aplikasi nya di perbaiki lagi dan kebijakan nya buat pembelian tiket nya di rubah dong, aplikan nya selalu kadaluarsa terus setiap mau pesen sampai ada notif overbooking, pdhl booking nya udah dari bbrp jam sblm jam kereta brngkt dan mau langsung beli tiket di stasiun nya ga bisa posisi nya udah mepetpun ga bisa beli tiket nya langsung. harus tetep lewat aplikasi. tolong dong buat di permudah jangan di persulit buat penggunaan kereta;3;5
"Tolong lahh yahh kalo emang update verai terbaru....yg bikin nyaman pengguna dong...mending versi lama az dehh mudah bangedd....ini daritadi udah masuk akun lama bener ,,balik lagi salah..padahal udah bener di coba lagi baru bisa masuk...pilih stasiun udah pilih malah gg keluar"" pilihannya...kesel gua asli...ribet bangeddd skrang loading susah bangedd lagi";1;0
Up date terakhir malah bikin ga enak banget penggunaannya malah jd ga enak. Harga jadi rancu. Sudah tau harga murahnya sudah habis malah masih terpajang. Mau boongin customer tah, PHP. Harusnya spt dulu jelaz untuk harga dan ketersediaannya.;3;0
Kecewa udah di perbaharui, aplikasinya malah jadi super lemot. Gak ramah waktu sama sekali, sampe satu jam cuma buat pesen satu tiket, kebanyakan time out, filed . Semoga secepatnya di perbaiki;5;374
ga jelas banget gabisa pesen karena udah pesen 15 kali dalam 1 hari padahal ngga. Ini gimana yaa kalo butuh bgt tapi aplikasi nya ga bisa diandelin harus apa. Biasanya kalo beli di loket udah abis duluan. Gangguan mulu padahal BUMN, coba keluarin lagi anggaran nya buat upgrade aplikasi masa ga bisa;1;0
Jaringan lambat sekali, mau ganti metode pembayaran tidak bisa terutama metode qris. qris butuh barcode, sementara ketika salah mengclick kembali otomatis harus pesan ulang tiketnya lagi;1;2
"pesen ticket udah standby mulai jam 00.00 tapi aduh gak bisa ""... pas udah bisa malah luwama sekali Mau melakukan pembayaran.. dan kemarin beli pulsa via kaspro di access by KAI.. saldo udah kepotong tapi sampai skg pulsa tidak masuk... solusinya bagaimana???? komplen kemana ya";1;2
Kenapa redirect terus waktu dilakukan pembayaran? Metode Pembayaran hanya bisa pakai link tapi giliran bayar gak bisa. Aplikasi kai acces ini bisa dipakai apa nggak sih sebenarnya. Kenapa sekarang jadi susah sekali mau pesan tiket kereta lokal;1;0
Terimakasih KAI yg telah berusaha memberikan kemudahan bagi penumpang, ada catatan untuk aplikasi ini. Karena perlu perbaikan di bagian metode pembayaran, saya ingin menghubungkan akun e-wallaet tapi gagal berkali kali, dari siang sampai malam, atas perhatian nya kami ucapkan banyak terima kasih;4;0
Update malah jadi gk jelas tampilanya. Logo tidak mencerminkan KAI(Kenapa yang digedin malah tulisan ACCESSnya daripada KAI ??). Tampilan pemilihan kereta jelek banget, ngikut2 OTA. Mending balikin yang lama aja kelihatan gede nama kereta & harganya.;1;0
Kecewa dengan update terbaru KAI.. sudah melakukan pembayaran tapi tiket ga muncul.. pdahal di transaksi ewalet sudah berhasil.. tapi di aplikasi kai keterangan masih menunggu pembayaran sangat kecewa;1;3
Setelah lama terinstal, selalu, aplikasi tdk aktif / tdk bisa digunakan.. Solusi sementara uninstal & instal ulang. Ehh, setelah 2x instal ulang, sampai ganti hp lhoh.. Aduh, permintaan anda timeout.;1;0
Ada apa ini dgn KAI ACCES,eror trs dr kmren.Mohon d perbaiki pelayanan nya.sy mw reservasi tiket dr kmren sore smpe skrg ga bisa trs,pdhal sudah d update aplikasi nya.sudah email ke cs kai nya tp blm dpt balasan.karena urgent akhirnya saya pke aplikasi Traveloka.dpat promo lagi.;1;0
Aplikasi sering mengalami masalah, terutama didalam mengakses fitur-fitur nya. Diperlukan Koneksi stabil yang seperti apa yang di maksud membingungkan. Padahal untuk mengakses web, menonton video, atau membuka aplikasi lain tidak ada masalah.;2;59
kepada fasilitator, dimohon perhatiannya. Bila memang sudah anjuran pemerintah untuk diarahkan melalui apk ini dimohon dengan sangat untuk akses nya diperbaiki, saya tidak tahu apakah pengguna yang lain pun mengalami hal yang sama seperti tidak bisa sekali klik langsung pesan tiket sehingga harus berunglang kali direfresh dan pembayaran pun tidak bisa cepat respon sehingga harus diulang kembali dari awal. Mari saling memperbaiki. thk;1;46
"Biasanya pakai ini gampang, entah kenapa saat new normal malah sulit sekali. Metode pembayaran hanya bisa lwt linkaja dan selalu bertulisan""anda akan redirect ke aplikasi linkaja"" padahal biasanya langsung buka ke aplikasi :(";2;3
aplikasi selalu force close saat di gunakan, posisi Android 12. mohon diperbaiki ! ( tambahan : malahan aplikasi versi terdahulu bisa digunakan, walau freeze saat memilih kursi dan melakukan pembayaran ! ), KAI NIAT GAKSIH BUAT APLIKASI, DAN KAYAK GINI NIH KALO APLIKASI BUATAN PEMERINTAH !!, GAK BECUS !!;1;2
Pengembalian pembatalan tiket sangat lama dan potongan 25%, gk seperti aplikasi lain jika pembatalan uang cepat pengembalian, ketika ditanyakan di CS disuruh menunggu 30 s.d 45 hari sejak tanggal pengajuan, tolong di perbaiki karena pembatalan tiket tidak mungkin urusan sepele, pasti urgent makanya sampai dibatalkan dan dana berharap segera kembali untuk keperluan yg lain;1;1
Sekedar masukan mohon maaf sebelumnya. Jadi untuk performa metode pembayaran kai acces sekarang ribet, dulu cukup masuk pakai link aja sudah beres sekarang kok ribet dan ruwet harus unduh dulu barcode terus discan. Mohon untuk bisa lebih dimudahkan untuk metode pembayaran biar ribet. Semoga performance kai acces semakin baik, lebih simple, mudah dan oke..;4;8
Diindonesia tuh apa-apa kalau bisa di bikin ribet kenapa ngga yah.. Sumpah setelah pembaruan aplikasinya jadi tambah ribet..masih sinpel sebelum pembaruan.. Makin kacau, ga bis pilih kursi, padahal masih banyak kursi kosongnya.;1;29
sering bug, trus kadang koneksi terputus kadang krerta hari ini kosong semua padahal sebelumnya ada banyak terus kalau mau pesan tiba tiba-tiba tiket habis .ini gimana sih kai,ini ceo mana woy jangan fasilitas keretanya aja di bagusin performa apknya juga harus di bagusin;1;0
Maaf saya pengguna versi terbaru. Memang lebih bagus tampilannya, tapi apa gunanya tampilan bagus kalau tidak bisa membeli tiket karna waktu mau menghubungkan ke pembayaran terjadi kesalahan terus sampai di hari saya harus berangkat.;1;0
Lebih suka aplikasi yg lama fitur taxi selalu hilang terus jd tidak bisa pesan taxi melalui aplikasi, harus antri di stasiun atau harus tlp cs bluebirdnya Tolong dong fiturnya jangan di hilangkan terus untuk taxi;1;0
sangat membantu untuk perjalanan;5;0
Aplikasinya bukan malah bagus malah tambah gila , disuruh daftar member giliran daftar gk bisa hadeh2, saran ya mending gk ush upgrade kalo emang belum siap untuk upgrade apk, kalo emang mau upgrade seharusnya uji coba dulu baru di upgrade;1;0
Ini gimana , tiket udah d psen,tiba2 minta upgrade apk nya,stelah d install malah ngga bisa masuk,udah berkali-kali masuk tetep ngga bisa juga ...pak terbaru nya kagak jelas, tlong bantu nya supaya bisa masuk login...;1;0
Maaf saya bintang 1 Karena fungsinya masih sangat terbatas Tidak bisa milih tempat duduk Pembayaran hanya melalui link saja Lebih mudah beli di aplikasi tetangga dan jelas ada promo potongannya, meski ke admin 2500 Semoga kedepannya lebih baik lagi;1;0
Access byk KAI, PROFESIONAL MANTAB LUAR BIASA. Pertahankan Pelayanan Terbaik;5;0
Setelah di update, login tidak bisa, email tidak terdaftar. Tapi di sign up bisa. Dengan email yg lama. Data no ktp tdk bisa di isi krn pnh terdaftar di akun lama. Padahal akun lama terhapus krn update dr aplikasi kai acces.;1;24
Alhamdullilah saya terbantu dengan adanya ini, apalagi saya setiap hari menggunakan kereta api. Tapi kenapa setelah di update susah banget digunakannya, terus harus log in lagi! Harusnya akunnya tetep tersimpan dong meskipun di update. Mau pesan tiket juga susah banget, nama stasiunnya gk muncul-muncul! Jujur lebih bagus sebelum di update;3;35
Selama kurang lebih 2 tahun ke belakang saya menempuh studi di luar kota. Dlm prosesnya, sy mempercayakan perjalanan sy bersama KAI. Byk progres pelayanan KAI selama kurun waktu tsb, tp perlu beberapa perbaikan, seperti responsiveness, sarpras yg tdk memadai sprti ac mati, toilet bau shg perjalanan tdk nyaman, dll. Hal ini tentu bs diatasi kl KAI mau terbuka menerima masukan dari konsumen, salah satunya dengan menambahkan menu/fitur rating dan komentar dr kereta/perjalanan yg baru saja diikuti.;3;0
Kenapa ya setiap kali login pasti gangguan , mau pesen tiket kereta lokal aja susah nya minta ampun gangguan jaringan silakan menunggu beberapa saat lagi ,padhl internett aman , makin d upgrade jd makin jelek aja ini . Gmna mau pesen klo gni trus dah bbrapa hri gabisa bisa .;1;0
"Gabisa bikin akun. Minta verivikasi Email sdh berulang kali tpi tidak masuk"". Setelah itu email/no handphone sdh terdaftar tapi ketika masuk no handphone tidak terdaftar. Tolong di beri tanggapan makasih.";2;0
Heran saya mau pesan lewat sini pas dicari rutenya sama sekali tidak ada. Sementara pas saya cek di tokopedia ada dan masih tersedia tiketnya. Mohon diperbaiki kalau ternyata begini aplikasi KAI. Kecewa saya padahal penumpang setia KAI.;2;0
KAI access memudahkan perjalanan dan aktivitas saya, pokok nya mantap 👍;5;0
